culture,country,province,site,date,labNo,sample,species,substrate,mtype,sampling_event,winter,Pd1,Pd2,Pd3,Pd11,Pd12,Pd5,Pd6,Pd7,Pd9,Pd13,Pd10,Pd14,Pd21,Pd23,Pd4,Pd17,Pd19,Pd22,Sla2_Long,Sla2_Short
Gd_00825-ab,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00825,20160201_B_ELD_11,Mmyo,bat,2,2016_spring_bat,Winter15/16,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00827-ad,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00827,20160201_B_ELD_13,Mmyo,bat,2,2016_spring_bat,Winter15/16,201,186,264,261,142,366,208,224,411,409,239,264,267,347,404,245,276,431,547,208
Gd_00827-ac,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00827,20160201_B_ELD_13,Mmyo,bat,2,2016_spring_bat,Winter15/16,221,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00829-ac,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00829,20160201_B_ELD_3,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00829-ad,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00829,20160201_B_ELD_3,Mmyo,bat,1,2016_spring_bat,Winter15/16,257,196,264,255,142,370,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00831-ae,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00831,20160201_B_ELD_6,Mmyo,bat,2,2016_spring_bat,Winter15/16,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00831-ac,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00831,20160201_B_ELD_6,Mmyo,bat,2,2016_spring_bat,Winter15/16,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00831-aa,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00831,20160201_B_ELD_6,Mmyo,bat,2,2016_spring_bat,Winter15/16,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00832-ad,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00832,20160201_B_ELD_7,Mmyo,bat,1,2016_spring_bat,Winter15/16,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_00832-ac,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00832,20160201_B_ELD_7,Mmyo,bat,1,2016_spring_bat,Winter15/16,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_00834-ab,Germany,Mecklenburg Western Pomerania,Eldena,01.02.2016,Gd00834,20160201_B_ELD_9,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_00836-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00836,20160215_B_ELD_10,Mmyo,bat,2,2016_spring_bat,Winter15/16,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_00837-ae,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00837,20160215_B_ELD_11,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,192,264,261,142,280,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00837-ac,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00837,20160215_B_ELD_11,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,192,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00837-ab,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00837,20160215_B_ELD_11,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,186,264,261,142,366,208,239,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00839-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00839,20160215_B_ELD_13,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,186,264,261,142,366,208,233,396,446,239,264,267,347,392,245,271,461,547,208
Gd_00839-ab,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00839,20160215_B_ELD_13,Mmyo,bat,1,2016_spring_bat,Winter15/16,221,186,264,249,142,372,208,224,411,446,239,264,267,342,416,245,276,431,519,240
Gd_00840-cc,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00840,20160215_B_ELD_15,Mmyo,bat,1,2016_spring_bat,Winter15/16,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00840-cf,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00840,20160215_B_ELD_15,Mmyo,bat,1,2016_spring_bat,Winter15/16,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00840-ce,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00840,20160215_B_ELD_15,Mmyo,bat,2,2016_spring_bat,Winter15/16,267,220,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00841-cb,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00841,20160215_B_ELD_18,Mmyo,bat,1,2016_spring_bat,Winter15/16,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00842-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00842,20160215_B_ELD_2,Mmyo,bat,1,2016_spring_bat,Winter15/16,221,192,264,249,142,366,208,224,411,464,239,271,267,342,398,245,271,431,519,240
Gd_00843-ca,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00843,20160215_B_ELD_20,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00843-cc,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00843,20160215_B_ELD_20,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00843-cd,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00843,20160215_B_ELD_20,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00844-ab,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00844,20160215_B_ELD_21,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_00844-ad,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00844,20160215_B_ELD_21,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00844-ae,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00844,20160215_B_ELD_21,Mmyo,bat,2,2016_spring_bat,Winter15/16,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00845-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00845,20160215_B_ELD_23,Mmyo,bat,2,2016_spring_bat,Winter15/16,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00847-ac,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00847,20160215_B_ELD_25,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,186,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00847-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00847,20160215_B_ELD_25,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00847-ab,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00847,20160215_B_ELD_25,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00848-aa,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00848,20160215_B_ELD_26,Mmyo,bat,2,2016_spring_bat,Winter15/16,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00849-ab,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00849,20160215_B_ELD_27,Mmyo,bat,2,2016_spring_bat,Winter15/16,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00849-ad,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00849,20160215_B_ELD_27,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_00849-ac,Germany,Mecklenburg Western Pomerania,Eldena,15.02.2016,Gd00849,20160215_B_ELD_27,Mmyo,bat,1,2016_spring_bat,Winter15/16,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_00909-aa,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00909,20170110_B_ELD_3,Mmyo,bat,2,2017_spring_bat,Winter16/17,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00909-ab,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00909,20170110_B_ELD_3,Mmyo,bat,2,2017_spring_bat,Winter16/17,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00909-ac,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00909,20170110_B_ELD_3,Mmyo,bat,1,2017_spring_bat,Winter16/17,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00910-ab,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00910,20170110_B_ELD_4,Mmyo,bat,2,2017_spring_bat,Winter16/17,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00910-aa,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00910,20170110_B_ELD_4,Mmyo,bat,2,2017_spring_bat,Winter16/17,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00911-ac,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00911,20170110_B_ELD_5,Mmyo,bat,1,2017_spring_bat,Winter16/17,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00911-ad,Germany,Mecklenburg Western Pomerania,Eldena,10.01.2017,Gd00911,20170110_B_ELD_5,Mmyo,bat,1,2017_spring_bat,Winter16/17,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01339-aa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01339,20180205_B_ELD_2,Mmyo,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,335,410,245,276,431,519,240
Gd_01339-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01339,20180205_B_ELD_2,Mmyo,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,335,410,245,276,431,519,240
Gd_01339-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01339,20180205_B_ELD_2,Mmyo,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,335,410,245,276,431,519,240
Gd_01340-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01340,20180205_B_ELD_3,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_01340-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01340,20180205_B_ELD_3,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_01341-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01341,20180205_B_ELD_4,Mmyo,bat,1,2018_spring_bat,Winter17/18,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_01341-aa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01341,20180205_B_ELD_4,Mmyo,bat,1,2018_spring_bat,Winter17/18,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_01341-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01341,20180205_B_ELD_4,Mmyo,bat,1,2018_spring_bat,Winter17/18,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_01343-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01343,20180205_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,201,180,264,261,142,366,208,224,411,421,239,271,267,347,404,245,271,431,519,240
Gd_01343-aa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01343,20180205_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_01343-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01343,20180205_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_01344-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01344,20180205_B_ELD_7,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01344-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01344,20180205_B_ELD_7,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,205,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01347-ab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01347,20180205_B_ELD_10,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01348-cb,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01348,20180205_B_ELD_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01348-cc,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01348,20180205_B_ELD_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_01348-ca,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01348,20180205_B_ELD_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_01349-aa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01349,20180205_B_ELD_12,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,212,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01349-abaa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01349,20180205_B_ELD_12,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01350-abaa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01350,20180205_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,201,186,264,249,142,366,208,224,426,403,239,264,267,342,398,245,271,431,519,240
Gd_01350-ac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01350,20180205_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01350-aa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01350,20180205_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01354-aaaaa,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01354,20180205_B_ELD_17,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01354-aac,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01354,20180205_B_ELD_17,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01354-aab,Germany,Mecklenburg Western Pomerania,Eldena,05.02.2018,Gd01354,20180205_B_ELD_17,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,212,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01447-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01447,20180219_B_ELD_1,Mnat,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01447-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01447,20180219_B_ELD_1,Mnat,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01447-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01447,20180219_B_ELD_1,Mnat,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01448-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01448,20180219_B_ELD_2,Mnat,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01448-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01448,20180219_B_ELD_2,Mnat,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01448-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01448,20180219_B_ELD_2,Mnat,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01449-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01449,20180219_B_ELD_3,Mnat,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01449-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01449,20180219_B_ELD_3,Mnat,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01449-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01449,20180219_B_ELD_3,Mnat,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01450-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01450,20180219_B_ELD_4,Mnat,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01450-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01450,20180219_B_ELD_4,Mnat,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01450-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01450,20180219_B_ELD_4,Mnat,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01451-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01451,20180219_B_ELD_5,Mnat,bat,2,2018_spring_bat,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01451-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01451,20180219_B_ELD_5,Mnat,bat,2,2018_spring_bat,Winter17/18,267,207,264,249,142,212,214,224,411,452,242,271,274,342,356,245,276,441,547,208
Gd_01452-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01452,20180219_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01452-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01452,20180219_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01452-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01452,20180219_B_ELD_6,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01453-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01453,20180219_B_ELD_7,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01453-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01453,20180219_B_ELD_7,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01453-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01453,20180219_B_ELD_7,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01454-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01454,20180219_B_ELD_8,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,386,245,271,431,519,240
Gd_01454-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01454,20180219_B_ELD_8,Mmyo,bat,2,2018_spring_bat,Winter17/18,206,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_01454-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01454,20180219_B_ELD_8,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01455-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01455,20180219_B_ELD_9,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_01455-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01455,20180219_B_ELD_9,Mmyo,bat,2,2018_spring_bat,Winter17/18,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_01456-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01456,20180219_B_ELD_10,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01456-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01456,20180219_B_ELD_10,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01457-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01457,20180219_B_ELD_11,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,192,264,249,142,372,208,224,396,446,239,235,267,342,398,245,271,431,519,240
Gd_01457-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01457,20180219_B_ELD_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01457-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01457,20180219_B_ELD_11,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01458-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01458,20180219_B_ELD_12,Mmyo,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01458-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01458,20180219_B_ELD_12,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_01459-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01459,20180219_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01459-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01459,20180219_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01459-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01459,20180219_B_ELD_13,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01460-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01460,20180219_B_ELD_14,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,422,245,276,441,519,240
Gd_01460-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01460,20180219_B_ELD_14,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_01460-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01460,20180219_B_ELD_14,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_01461-aa,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01461,20180219_B_ELD_15,Mmyo,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,421,239,264,267,347,410,245,276,431,547,208
Gd_01461-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01461,20180219_B_ELD_15,Mmyo,bat,2,2018_spring_bat,Winter17/18,201,186,264,261,142,366,208,224,411,421,239,264,267,347,410,245,276,431,547,208
Gd_01461-ac,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01461,20180219_B_ELD_15,Mmyo,bat,1,2018_spring_bat,Winter17/18,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_01462-ab,Germany,Mecklenburg Western Pomerania,Eldena,19.02.2018,Gd01462,20180219_B_ELD_16,Mnat,bat,2,2018_spring_bat,Winter17/18,206,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
