culture,country,province,site,date,labNo,sample,species,substrate,mtype,sampling_event,winter,Pd1,Pd2,Pd3,Pd11,Pd12,Pd5,Pd6,Pd7,Pd9,Pd13,Pd10,Pd14,Pd21,Pd23,Pd4,Pd17,Pd19,Pd22,Sla2_Long,Sla2_Short
Gd_02346-af,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02346,20190202_B_ANK3_8,Mnat,bat,1,2019_spring_bat,Winter18/19,211,186,331,249,142,212,208,224,381,397,239,258,267,335,392,263,271,431,519,240
Gd_02349-aa,Germany,Mecklenburg Western Pomerania,Strasburg,02.02.2019,Gd02349,20190202_B_ASC_3,Mnat,bat,2,2019_spring_bat,Winter18/19,196,180,264,249,142,372,208,224,396,390,239,264,267,347,392,245,271,461,547,208
Gd_02349-ab,Germany,Mecklenburg Western Pomerania,Strasburg,02.02.2019,Gd02349,20190202_B_ASC_3,Mnat,bat,2,2019_spring_bat,Winter18/19,196,180,264,249,142,372,208,224,396,390,239,264,267,347,392,245,271,461,547,208
Gd_02349-ac,Germany,Mecklenburg Western Pomerania,Strasburg,02.02.2019,Gd02349,20190202_B_ASC_3,Mnat,bat,2,2019_spring_bat,Winter18/19,196,180,264,249,142,372,208,224,396,390,239,264,267,347,392,245,271,461,547,208
Gd_00261-abb,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00261,20150420_B_ELD_34,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00261-abc,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00261,20150420_B_ELD_34,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,360,208,224,411,446,239,264,267,342,404,245,271,431,547,208
Gd_00262-aba,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00262,20150420_B_ELD_35,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00262-acc,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00262,20150420_B_ELD_35,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00263-abb,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00263,20150420_B_ELD_36,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,205,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00263-aba,Germany,Mecklenburg Western Pomerania,Eldena,20.04.2015,Gd00263,20150420_B_ELD_36,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,272,461,NA,208
Gd_00296-ba,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00296,20150302_B_ELD_19,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,NA,208
Gd_00296-ac,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00296,20150302_B_ELD_19,Mmyo,bat,1,2015_spring_bat,Winter14/15,216,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00297-bb,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00297,20150302_B_ELD_20,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00297-bc,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00297,20150302_B_ELD_20,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00297-aa,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00297,20150302_B_ELD_20,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00298-ac,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00298,20150302_B_ELD_21,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00298-aa,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00298,20150302_B_ELD_21,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00298-ab,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00298,20150302_B_ELD_21,Mmyo,bat,1,2015_spring_bat,Winter14/15,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00299-ab,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00299,20150302_B_ELD_22,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00299-aa,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00299,20150302_B_ELD_22,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00299-ac,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00299,20150302_B_ELD_22,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00300-ab,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00300,20150302_B_ELD_23,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00300-ac,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00300,20150302_B_ELD_23,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00300-ba,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00300,20150302_B_ELD_23,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00301-ba,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00301,20150302_B_ELD_24,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00301-bb,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00301,20150302_B_ELD_24,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00301-bd,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00301,20150302_B_ELD_24,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00302-bb,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00302,20150302_B_ELD_25,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00302-ba,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00302,20150302_B_ELD_25,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00302-ab,Germany,Mecklenburg Western Pomerania,Eldena,02.03.2015,Gd00302,20150302_B_ELD_25,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00303-cc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00303,20150317_B_ELD_40,Mmyo,bat,2,2015_spring_bat,Winter14/15,257,186,264,249,142,366,208,208,426,421,239,246,267,335,410,245,276,441,547,208
Gd_00303-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00303,20150317_B_ELD_40,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00303-ca,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00303,20150317_B_ELD_40,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00304-ca,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00304,20150317_B_ELD_41,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,239,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00304-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00304,20150317_B_ELD_41,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00304-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00304,20150317_B_ELD_41,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,196,264,255,148,372,208,224,411,421,239,264,267,342,368,245,271,441,547,208
Gd_00305-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00305,20150317_B_ELD_42,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00305-ca,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00305,20150317_B_ELD_42,Mmyo,bat,2,2015_spring_bat,Winter14/15,262,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00305-aa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00305,20150317_B_ELD_42,Mmyo,bat,2,2015_spring_bat,Winter14/15,262,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00306-cc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00306,20150317_B_ELD_43,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,196,264,255,148,372,208,224,411,421,239,264,267,335,362,245,276,441,547,208
Gd_00306-cb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00306,20150317_B_ELD_43,Mmyo,bat,2,2015_spring_bat,Winter14/15,257,180,264,249,142,366,208,224,426,421,242,271,267,335,398,245,271,441,547,208
Gd_00306-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00306,20150317_B_ELD_43,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00307-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00307,20150317_B_ELD_44,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00307-aa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00307,20150317_B_ELD_44,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00307-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00307,20150317_B_ELD_44,Mmyo,bat,1,2015_spring_bat,Winter14/15,262,186,264,249,142,372,214,224,411,421,233,264,292,335,398,245,276,441,519,240
Gd_00308-aa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00308,20150317_B_ELD_45,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,360,208,224,411,446,239,264,267,342,404,245,271,431,547,208
Gd_00308-ab,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00308,20150317_B_ELD_45,Mmyo,bat,1,2015_spring_bat,Winter14/15,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00309-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00309,20150317_B_ELD_46,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,196,264,255,148,372,208,224,411,421,239,264,267,342,368,245,271,441,547,208
Gd_00309-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00309,20150317_B_ELD_46,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00310-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00310,20150317_B_ELD_47,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00310-ab,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00310,20150317_B_ELD_47,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,192,264,249,142,366,208,224,411,464,239,271,267,342,398,245,271,431,519,240
Gd_00310-aa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00310,20150317_B_ELD_47,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_00311-ac,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00311,20150317_B_ELD_48,Mmyo,bat,1,2015_spring_bat,Winter14/15,226,186,264,249,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_00312-ab,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00312,20150317_B_ELD_49,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00312-aa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00312,20150317_B_ELD_49,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00312-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00312,20150317_B_ELD_49,Mmyo,bat,1,2015_spring_bat,Winter14/15,211,180,264,249,142,372,208,233,426,390,239,264,267,342,392,245,271,431,519,240
Gd_00313-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00313,20150317_B_ELD_66,Mmyo,bat,1,2015_spring_bat,Winter14/15,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00313-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00313,20150317_B_ELD_66,Mmyo,bat,1,2015_spring_bat,Winter14/15,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00314-cc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00314,20150317_B_ELD_67,Mmyo,bat,2,2015_spring_bat,Winter14/15,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_00314-cb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00314,20150317_B_ELD_67,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,452,239,264,267,347,398,245,271,461,547,208
Gd_00315-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00315,20150317_B_ELD_68,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00315-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00315,20150317_B_ELD_68,Mmyo,bat,1,2015_spring_bat,Winter14/15,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00315-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00315,20150317_B_ELD_68,Mmyo,bat,1,2015_spring_bat,Winter14/15,201,180,264,261,142,366,208,224,411,421,239,271,267,347,398,245,271,431,519,240
Gd_00316-fb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00316,20150317_B_ELD_69,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00316-fa,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00316,20150317_B_ELD_69,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00316-ec,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00316,20150317_B_ELD_69,Mmyo,bat,2,2015_spring_bat,Winter14/15,267,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00317-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00317,20150317_B_ELD_70,Mmyo,bat,1,2015_spring_bat,Winter14/15,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00317-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00317,20150317_B_ELD_70,Mmyo,bat,1,2015_spring_bat,Winter14/15,257,196,264,255,142,372,208,224,411,446,242,264,267,347,410,245,276,431,519,240
Gd_00318-ca,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00318,20150317_B_ELD_72,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00318-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00318,20150317_B_ELD_72,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00318-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00318,20150317_B_ELD_72,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00319-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00319,20150317_B_ELD_73,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00319-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00319,20150317_B_ELD_73,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00319-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00319,20150317_B_ELD_73,Mmyo,bat,2,2015_spring_bat,Winter14/15,257,186,264,249,142,366,208,208,426,421,239,246,267,335,410,245,276,441,547,208
Gd_00320-ca,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00320,20150317_B_ELD_74,Mmyo,bat,2,2015_spring_bat,Winter14/15,216,196,264,261,142,366,208,233,396,397,239,264,267,347,392,245,271,461,547,208
Gd_00321-bd,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00321,20150317_B_ELD_75,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,192,264,249,142,366,208,224,411,464,239,271,267,342,398,245,271,431,519,240
Gd_00321-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00321,20150317_B_ELD_75,Mmyo,bat,1,2015_spring_bat,Winter14/15,216,186,264,249,142,378,208,224,396,452,239,264,267,342,392,245,271,431,519,240
Gd_00321-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00321,20150317_B_ELD_75,Mmyo,bat,2,2015_spring_bat,Winter14/15,257,186,264,249,142,366,208,208,426,421,239,246,267,335,410,245,276,441,547,208
Gd_00322-bc,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00322,20150317_B_ELD_76,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00322-ba,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00322,20150317_B_ELD_76,Mmyo,bat,2,2015_spring_bat,Winter14/15,216,186,264,261,142,366,208,233,396,446,239,264,267,347,386,245,271,461,547,208
Gd_00322-bb,Germany,Mecklenburg Western Pomerania,Eldena,17.03.2015,Gd00322,20150317_B_ELD_76,Mmyo,bat,2,2015_spring_bat,Winter14/15,262,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,NA,208
Gd_00323-bd,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00323,20150330_B_ELD_5,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,180,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00323-ba,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00323,20150330_B_ELD_5,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,180,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_00323-ab,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00323,20150330_B_ELD_5,Mmyo,bat,2,2015_spring_bat,Winter14/15,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00324-ac,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00324,20150330_B_ELD_6,Mmyo,bat,2,2015_spring_bat,Winter14/15,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00325-aa,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00325,20150330_B_ELD_7,Mmyo,bat,2,2015_spring_bat,Winter14/15,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00325-ab,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00325,20150330_B_ELD_7,Mmyo,bat,2,2015_spring_bat,Winter14/15,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00326-bc,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00326,20150330_B_ELD_8,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,404,245,276,431,519,240
Gd_00327-bb,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00327,20150330_B_ELD_9,Mmyo,bat,1,2015_spring_bat,Winter14/15,211,186,264,249,142,372,208,224,396,440,239,235,267,342,398,245,271,431,519,240
Gd_00327-bc,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00327,20150330_B_ELD_9,Mmyo,bat,2,2015_spring_bat,Winter14/15,201,186,264,261,142,366,208,224,411,409,239,264,267,347,410,245,276,431,547,208
Gd_00327-ba,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00327,20150330_B_ELD_9,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00328-da,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00328,20150330_B_ELD_17,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00328-ca,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00328,20150330_B_ELD_17,Mmyo,bat,1,2015_spring_bat,Winter14/15,252,196,264,255,142,372,208,224,411,446,242,264,267,342,416,245,276,431,519,240
Gd_00329-bb,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00329,20150330_B_ELD_18,Mmyo,bat,2,2015_spring_bat,Winter14/15,272,207,264,249,142,212,214,224,411,452,239,264,267,342,356,245,276,441,547,208
Gd_00329-bc,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00329,20150330_B_ELD_18,Mmyo,bat,2,2015_spring_bat,Winter14/15,226,186,264,249,142,360,208,224,411,446,239,264,267,342,404,245,271,431,547,208
Gd_00330-bc,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00330,20150330_B_ELD_19,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00330-bb,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00330,20150330_B_ELD_19,Mmyo,bat,2,2015_spring_bat,Winter14/15,211,186,264,261,142,366,208,233,396,446,239,264,267,347,398,245,271,461,547,208
Gd_00330-ba,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00330,20150330_B_ELD_19,Mmyo,bat,2,2015_spring_bat,Winter14/15,221,196,264,255,148,372,208,224,411,421,239,264,267,342,362,245,271,441,547,208
Gd_00331-ba,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00331,20150330_B_ELD_20,Mmyo,bat,1,2015_spring_bat,Winter14/15,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
Gd_00331-bb,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00331,20150330_B_ELD_20,Mmyo,bat,1,2015_spring_bat,Winter14/15,221,192,264,249,142,366,208,224,411,458,239,271,267,342,398,245,271,431,519,240
Gd_00331-aa,Germany,Mecklenburg Western Pomerania,Eldena,30.03.2015,Gd00331,20150330_B_ELD_20,Mmyo,bat,1,2015_spring_bat,Winter14/15,262,186,264,249,142,372,214,224,411,421,239,264,292,335,398,245,276,441,519,240
